has,prefers,count
C,G7,7018
C,G5,731
C,Dm,49700
C,Asus4,166
C,Bb,25029
C,C#,1393
C,Bm,10346
C,Db,778
C,Dsus4,1050
C,other,47135
C,G#,1743
C,A7,2529
C,E5,144
C,A5,177
C,E7,4409
C,C7,6336
C,Fm,2967
C,Dsus2,1242
C,A,14206
C,C,87421
C,B,10107
C,E,17563
C,D,162597
C,G,461664
C,F,178284
C,F#,883
C,G#m,104
C,A#,5346
C,Asus2,541
C,Em,94564
C,Ab,1392
C,Cm,3970
C,D/F#,1202
C,Cadd9,3009
C,D#,1470
C,G/B,8261
C,B7,4056
C,Bm7,864
C,D7,5192
C,Gm,7531
C,D5,365
C,F#m,451
C,Am7,6316
C,C/G,1617
B,Bbm,547
B,Fmaj7,35
B,Am,2503
B,C#m,24127
B,Em7,382
B,Cmaj7,55
B,Dm7,29
B,G/B,19
B,G7,38
B,A#,666
B,Dm,559
B,Asus4,95
B,Bb,1718
B,C#,9672
B,Bm,997
B,Db,1409
B,Dsus4,12
B,other,17299
B,G#,1985
B,A7,137
B,E5,305
B,A5,136
B,E7,333
B,C7,70
B,Fm,222
B,Dsus2,104
B,A,44753
B,C,9283
B,B,13865
B,E,57962
B,D,7937
B,G,6027
B,F,2480
B,F#,27441
B,G#m,7712
B,G5,36
B,D#m,2584
B,Em,10597
B,Ab,502
B,Cm,616
B,D/F#,20
B,Cadd9,150
B,D#,951
B,Eb,533
B,Asus2,877
B,B7,1130
B,Bm7,98
B,D7,54
B,Gm,352
B,D5,77
B,F#m,7571
B,Am7,217
B,C/G,33
E,Bbm,125
E,Fmaj7,225
E,Cadd9,260
E,Dm7,118
E,C#m,21962
E,Em7,343
E,Cmaj7,238
E,A7,1076
E,G/B,28
E,G7,113
E,A#,252
E,Dm,2743
E,Asus4,352
E,Bb,511
E,C#,3300
E,Bm,13729
E,Db,258
E,B7,4242
E,Dsus4,81
E,other,39812
E,G#,3373
E,Dsus2,968
E,E5,355
E,A5,403
E,E7,7895
E,C7,154
E,Fm,872
E,A,127957
E,C,10829
E,B,67254
E,E,47405
E,D,54952
E,G,18935
E,F,12886
E,G#m,9068
E,G5,145
E,Ab,966
E,Em,2687
E,D#m,700
E,Cm,391
E,D/F#,307
E,Am,36079
E,D#,849
E,Eb,871
E,Asus2,2827
E,F#,20060
E,Bm7,992
E,D7,314
E,Gm,382
E,D5,185
E,F#m,38288
E,Am7,626
E,C/G,77
D,Bbm,69
D,Fmaj7,355
D,Cadd9,13844
D,D#m,76
D,C#m,4212
D,Em7,9858
D,Cmaj7,1717
D,Dm7,350
D,G/B,1725
D,G7,820
D,A#,1140
D,Dm,4590
D,Asus4,1990
D,Bb,2645
D,C#,3287
D,Bm,50000
D,Db,553
D,B7,2104
D,Dsus4,7522
D,other,46126
D,G#,249
D,Dsus2,5178
D,E5,239
D,A5,440
D,E7,2373
D,C7,252
D,Fm,676
D,A,210646
D,C,141629
D,B,7069
D,E,64094
D,D,74040
D,G,281517
D,F,15545
D,G#m,173
D,G5,593
D,Asus2,1102
D,Em,131787
D,A7,5036
D,Ab,201
D,Cm,890
D,D/F#,2217
D,Am,45251
D,D#,1192
D,Eb,1361
D,F#,5498
D,Bm7,2719
D,D7,7290
D,Gm,4954
D,D5,632
D,F#m,22142
D,Am7,3656
D,C/G,884
G,Bbm,72
G,Fmaj7,4015
G,Cadd9,21927
G,D#m,26
G,C#m,326
G,Em7,11932
G,Cmaj7,3043
G,Dm7,2082
G,G/B,2796
G,G7,8571
G,A#,2367
G,Dm,29098
G,Asus4,1836
G,Bb,7476
G,C#,382
G,Bm,51290
G,Db,83
G,B7,4697
G,Dsus4,4342
G,other,58875
G,G#,2316
G,C/G,5819
G,E5,261
G,A5,313
G,E7,3080
G,C7,1076
G,Fm,1235
G,Dsus2,2014
G,A,115674
G,C,336688
G,B,8362
G,E,17196
G,D,368024
G,G,107834
G,F,140808
G,G#m,240
G,G5,371
G,Asus2,1227
G,Em,119443
G,A7,5812
G,Ab,1079
G,Cm,5024
G,D/F#,15736
G,Am,173493
G,D#,921
G,Eb,1438
G,F#,9890
G,Bm7,2491
G,D7,6174
G,Gm,3365
G,D5,738
G,F#m,7464
G,Am7,6971
F,Bbm,1211
F,Fmaj7,949
F,Cadd9,698
F,D#m,101
F,C#m,162
F,Em7,870
F,Cmaj7,456
F,Dm7,2346
F,G/B,282
F,G7,3609
F,A#,6113
F,Dm,35328
F,Asus4,109
F,Bb,31380
F,C#,891
F,Bm,589
F,Db,416
F,B7,215
F,Dsus4,111
F,other,24512
F,G#,1844
F,Dsus2,260
F,E5,67
F,A5,66
F,E7,2321
F,C7,1602
F,Fm,4952
F,A,8119
F,C,270718
F,B,1907
F,E,16460
F,D,9218
F,G,167426
F,F,35884
F,G#m,105
F,G5,290
F,Asus2,135
F,Em,16681
F,A7,1199
F,Ab,1573
F,Cm,4344
F,D/F#,408
F,Am,74447
F,D#,3416
F,Eb,7200
F,F#,1917
F,Bm7,90
F,D7,1293
F,Gm,14630
F,D5,84
F,F#m,484
F,Am7,2240
F,C/G,2641
G#m,Bbm,138
G#m,Fmaj7,1
G#m,C#m,5730
G#m,Em7,2
G#m,A7,0
G#m,G7,39
G#m,A#,157
G#m,Asus2,76
G#m,Asus4,5
G#m,Bb,128
G#m,C#,1454
G#m,Bm,272
G#m,Db,30
G#m,B7,124
G#m,Dsus4,0
G#m,other,3373
G#m,G#,164
G#m,C/G,5
G#m,E5,9
G#m,A5,14
G#m,E7,37
G#m,C7,3
G#m,Fm,147
G#m,Dsus2,1
G#m,A,7198
G#m,C,143
G#m,B,5544
G#m,E,9789
G#m,D,311
G#m,G,344
G#m,F,55
G#m,G#m,1806
G#m,G5,5
G#m,Dm,76
G#m,Ab,1
G#m,Em,216
G#m,D#m,1482
G#m,Cm,258
G#m,D/F#,3
G#m,Am,234
G#m,D#,444
G#m,Eb,115
G#m,F#,8163
G#m,Bm7,14
G#m,D7,1
G#m,Gm,152
G#m,D5,1
G#m,F#m,3697
G#m,Am7,1
G5,Fmaj7,76
G5,Cadd9,396
G5,Dm7,1
G5,C#m,4
G5,Em7,189
G5,Cmaj7,2
G5,A7,17
G5,Eb,20
G5,G7,13
G5,G5,1267
G5,Dm,140
G5,Asus4,91
G5,Bb,64
G5,C#,1
G5,Bm,97
G5,B7,5
G5,Dsus4,88
G5,other,6599
G5,A5,2031
G5,C/G,12
G5,E5,624
G5,G#,72
G5,E7,0
G5,C7,3
G5,Fm,16
G5,Dsus2,108
G5,A,182
G5,C,401
G5,B,66
G5,E,82
G5,D,663
G5,G,204
G5,F,211
G5,Asus2,3
G5,Em,148
G5,Ab,2
G5,Cm,22
G5,D/F#,80
G5,Am,377
G5,D#,24
G5,G/B,110
G5,F#,99
G5,Bm7,82
G5,D7,9
G5,Gm,19
G5,D5,1643
G5,F#m,23
G5,Am7,35
Ab,Bbm,2099
Ab,Fmaj7,11
Ab,Cadd9,14
Ab,C#m,471
Ab,Em7,1
Ab,Cmaj7,26
Ab,Dm7,9
Ab,G/B,2
Ab,G7,213
Ab,A#,66
Ab,Dm,77
Ab,Asus4,1
Ab,Bb,6756
Ab,C#,942
Ab,Bm,38
Ab,Db,3677
Ab,B7,8
Ab,other,6358
Ab,A5,12
Ab,A7,8
Ab,E5,3
Ab,G#,20
Ab,E7,12
Ab,C7,89
Ab,Fm,2557
Ab,A,1303
Ab,C,1320
Ab,B,779
Ab,E,563
Ab,D,236
Ab,G,1724
Ab,F,1150
Ab,G#m,2
Ab,G5,4
Ab,D#m,57
Ab,Em,133
Ab,Ab,2729
Ab,Cm,2957
Ab,D/F#,4
Ab,Am,246
Ab,D#,158
Ab,Eb,7878
Ab,Asus2,5
Ab,F#,1207
Ab,Bm7,0
Ab,D7,48
Ab,Gm,1073
Ab,D5,0
Ab,F#m,166
Ab,Am7,3
Ab,C/G,56
Em,Bbm,28
Em,Fmaj7,1351
Em,Cadd9,5749
Em,Dm7,685
Em,C#m,312
Em,Em7,3798
Em,Cmaj7,2210
Em,A7,4521
Em,Eb,509
Em,G7,645
Em,A#,292
Em,Dm,8494
Em,Asus4,640
Em,Bb,655
Em,C#,212
Em,Bm,22649
Em,Db,16
Em,B7,3888
Em,Dsus4,680
Em,other,20303
Em,G#,109
Em,Dsus2,1056
Em,E5,73
Em,A5,211
Em,E7,635
Em,C7,539
Em,Fm,367
Em,A,28568
Em,C,150391
Em,B,4476
Em,E,1952
Em,D,97867
Em,G,97209
Em,F,36382
Em,G#m,145
Em,G5,216
Em,Asus2,805
Em,Ab,50
Em,Em,31026
Em,D#m,56
Em,Cm,578
Em,D/F#,4891
Em,Am,64184
Em,D#,253
Em,G/B,628
Em,F#,3012
Em,Bm7,1413
Em,D7,574
Em,Gm,894
Em,D5,257
Em,F#m,4565
Em,Am7,3513
Em,C/G,1383
D#m,Bbm,408
D#m,C#m,660
D#m,Dm7,4
D#m,A#,442
D#m,Dm,87
D#m,Bb,164
D#m,C#,2486
D#m,Bm,129
D#m,Db,15
D#m,B7,7
D#m,Dsus4,0
D#m,other,1968
D#m,G#,739
D#m,E5,5
D#m,E7,0
D#m,C7,8
D#m,Fm,208
D#m,A,118
D#m,C,59
D#m,B,3455
D#m,E,1240
D#m,D,86
D#m,G,60
D#m,F,177
D#m,G#m,1669
D#m,G5,1
D#m,Ab,58
D#m,Em,77
D#m,D#m,907
D#m,Cm,69
D#m,Am,16
D#m,D#,77
D#m,G/B,3
D#m,Asus2,1
D#m,F#,2013
D#m,Bm7,2
D#m,D7,2
D#m,Gm,115
D#m,F#m,117
Cm,Bbm,509
Cm,Fmaj7,0
Cm,Cadd9,10
Cm,C#m,175
Cm,Em7,91
Cm,Cmaj7,3
Cm,Dm7,42
Cm,G/B,97
Cm,G7,400
Cm,A#,1906
Cm,Dm,1573
Cm,Bb,6569
Cm,C#,926
Cm,Bm,663
Cm,Db,688
Cm,B7,21
Cm,Dsus4,35
Cm,other,5139
Cm,G#,4324
Cm,A7,28
Cm,E5,5
Cm,E7,14
Cm,C7,64
Cm,Fm,4751
Cm,Dsus2,11
Cm,A,594
Cm,C,556
Cm,B,685
Cm,E,196
Cm,D,1833
Cm,G,5838
Cm,F,5070
Cm,G#m,190
Cm,G5,17
Cm,D#m,50
Cm,Em,410
Cm,Ab,4884
Cm,Cm,4760
Cm,D/F#,56
Cm,Am,563
Cm,D#,2410
Cm,Eb,4411
Cm,Asus2,3
Cm,F#,171
Cm,Bm7,25
Cm,D7,550
Cm,Gm,6572
Cm,D5,9
Cm,F#m,87
Cm,Am7,19
Cm,C/G,28
D/F#,Fmaj7,96
D/F#,Am,748
D/F#,C#m,11
D/F#,Em7,2460
D/F#,Cmaj7,44
D/F#,Dm7,9
D/F#,Eb,11
D/F#,G7,27
D/F#,G5,111
D/F#,Dm,70
D/F#,Asus4,191
D/F#,Bb,23
D/F#,C#,9
D/F#,Bm,403
D/F#,Db,0
D/F#,B7,55
D/F#,Dsus4,83
D/F#,other,3782
D/F#,G#,4
D/F#,C/G,177
D/F#,E5,5
D/F#,E7,94
D/F#,C7,24
D/F#,Fm,25
D/F#,Dsus2,67
D/F#,A,1231
D/F#,C,2648
D/F#,B,22
D/F#,E,357
D/F#,D,693
D/F#,G,11546
D/F#,F,850
D/F#,G#m,0
D/F#,A#,2
D/F#,Asus2,101
D/F#,Em,7629
D/F#,A7,118
D/F#,Ab,0
D/F#,Cm,16
D/F#,D/F#,271
D/F#,Cadd9,1232
D/F#,D#,17
D/F#,G/B,139
D/F#,F#,46
D/F#,Bm7,102
D/F#,D7,29
D/F#,Gm,216
D/F#,D5,3
D/F#,F#m,161
D/F#,Am7,245
Am,Bbm,98
Am,Fmaj7,4830
Am,Cadd9,1062
Am,D#m,16
Am,C#m,423
Am,Em7,1462
Am,Cmaj7,599
Am,Dm7,2287
Am,Eb,246
Am,G7,974
Am,G5,306
Am,Dm,35804
Am,Asus4,800
Am,Bb,7231
Am,C#,137
Am,Bm,8003
Am,Db,8
Am,Dsus4,363
Am,other,23870
Am,A5,217
Am,C/G,2406
Am,E5,120
Am,G#,460
Am,E7,3655
Am,C7,487
Am,Fm,937
Am,Dsus2,488
Am,A,1998
Am,C,123569
Am,B,3647
Am,E,17400
Am,D,41532
Am,G,133083
Am,F,148666
Am,F#,414
Am,G#m,359
Am,A#,1148
Am,Asus2,1467
Am,Em,63046
Am,A7,622
Am,Ab,327
Am,Cm,1120
Am,D/F#,644
Am,Am,40440
Am,D#,143
Am,G/B,2664
Am,B7,2775
Am,Bm7,383
Am,D7,5228
Am,Gm,3662
Am,D5,49
Am,F#m,621
Am,Am7,4615
D#,Bbm,102
D#,Fmaj7,3
D#,Cadd9,1
D#,C#m,168
D#,Em7,10
D#,Cmaj7,3
D#,Dm7,88
D#,G/B,3
D#,G7,96
D#,A#,5877
D#,Dm,675
D#,Asus4,3
D#,Bb,2752
D#,C#,2637
D#,Bm,50
D#,Db,11
D#,B7,23
D#,Dsus4,3
D#,other,2119
D#,G#,5374
D#,A7,24
D#,E5,8
D#,A5,0
D#,E7,13
D#,C7,62
D#,Fm,2104
D#,Dsus2,14
D#,A,173
D#,C,1027
D#,B,950
D#,E,947
D#,D,1397
D#,G,970
D#,F,4111
D#,G#m,743
D#,G5,5
D#,Ab,137
D#,Em,264
D#,D#m,160
D#,Cm,2187
D#,D/F#,6
D#,Am,93
D#,D#,1965
D#,Eb,86
D#,Asus2,2
D#,F#,637
D#,Bm7,35
D#,D7,179
D#,Gm,1816
D#,D5,5
D#,F#m,84
D#,Am7,4
D#,C/G,5
Eb,Bbm,831
Eb,Fmaj7,18
Eb,Cadd9,0
Eb,C#m,140
Eb,Em7,19
Eb,Cmaj7,8
Eb,Dm7,208
Eb,G/B,5
Eb,G7,170
Eb,A#,293
Eb,Dm,1215
Eb,Bb,15359
Eb,C#,807
Eb,Bm,59
Eb,Db,2415
Eb,B7,15
Eb,Dsus4,57
Eb,other,6329
Eb,G#,1104
Eb,C/G,2
Eb,E5,11
Eb,A5,2
Eb,E7,19
Eb,C7,266
Eb,Fm,3246
Eb,Dsus2,52
Eb,A,250
Eb,C,1722
Eb,B,463
Eb,E,710
Eb,D,2124
Eb,G,1337
Eb,F,8457
Eb,G#m,269
Eb,G5,5
Eb,Em,229
Eb,A7,25
Eb,Ab,6484
Eb,Cm,3957
Eb,D/F#,10
Eb,Am,130
Eb,D#,30
Eb,Eb,3081
Eb,F#,502
Eb,Bm7,16
Eb,D7,210
Eb,Gm,4219
Eb,D5,19
Eb,F#m,30
Eb,Am7,10
Asus2,Fmaj7,99
Asus2,Cadd9,297
Asus2,C#m,667
Asus2,Em7,180
Asus2,Cmaj7,195
Asus2,Dm7,6
Asus2,G/B,1
Asus2,G7,0
Asus2,A#,16
Asus2,Dm,79
Asus2,Asus4,243
Asus2,Bb,5
Asus2,C#,98
Asus2,Bm,392
Asus2,B7,247
Asus2,Dsus4,34
Asus2,other,3437
Asus2,A5,26
Asus2,A7,22
Asus2,E5,286
Asus2,G#,5
Asus2,E7,20
Asus2,C7,23
Asus2,Fm,19
Asus2,Dsus2,553
Asus2,A,2025
Asus2,C,763
Asus2,B,586
Asus2,E,4277
Asus2,D,882
Asus2,G,882
Asus2,F,352
Asus2,G#m,42
Asus2,G5,6
Asus2,Asus2,686
Asus2,Em,1376
Asus2,Ab,8
Asus2,Cm,2
Asus2,Am,1020
Asus2,D#,2
Asus2,Eb,15
Asus2,F#,73
Asus2,Bm7,33
Asus2,D7,1
Asus2,Gm,9
Asus2,D5,20
Asus2,F#m,300
Asus2,Am7,209
Asus2,C/G,10
F#,Bbm,2024
F#,Fmaj7,26
F#,Am,576
F#,C#m,3459
F#,Em7,748
F#,Cmaj7,25
F#,Dm7,8
F#,G/B,16
F#,G7,76
F#,A#,994
F#,Dm,128
F#,Asus4,2
F#,Bb,934
F#,C#,13731
F#,Bm,8975
F#,Db,1367
F#,B7,407
F#,Dsus4,61
F#,other,12585
F#,G#,6959
F#,A7,42
F#,E5,152
F#,A5,40
F#,E7,86
F#,C7,29
F#,Fm,647
F#,Dsus2,178
F#,A,7516
F#,C,1086
F#,B,20832
F#,E,17646
F#,D,4722
F#,G,7989
F#,F,2453
F#,G#m,8704
F#,G5,61
F#,D#m,2966
F#,Em,2469
F#,Ab,1503
F#,Cm,174
F#,D/F#,65
F#,Cadd9,207
F#,D#,559
F#,Eb,533
F#,Asus2,62
F#,F#,6665
F#,Bm7,280
F#,D7,29
F#,Gm,274
F#,D5,28
F#,F#m,710
F#,Am7,79
F#,C/G,13
Bm7,Bbm,6
Bm7,Fmaj7,17
Bm7,Am,295
Bm7,C#m,123
Bm7,Em7,1660
Bm7,Cmaj7,402
Bm7,Dm7,99
Bm7,Eb,4
Bm7,G7,99
Bm7,G5,89
Bm7,Asus2,14
Bm7,Asus4,512
Bm7,Bb,95
Bm7,C#,39
Bm7,Bm,250
Bm7,Db,2
Bm7,Dsus4,20
Bm7,other,6751
Bm7,G#,4
Bm7,A7,103
Bm7,E5,7
Bm7,A5,8
Bm7,E7,1380
Bm7,C7,39
Bm7,Fm,6
Bm7,Dsus2,73
Bm7,A,2506
Bm7,C,1668
Bm7,B,85
Bm7,E,1921
Bm7,D,1306
Bm7,G,2069
Bm7,F,67
Bm7,F#,106
Bm7,G#m,3
Bm7,A#,4
Bm7,Dm,60
Bm7,Em,1955
Bm7,Ab,1
Bm7,Cm,15
Bm7,D/F#,147
Bm7,Cadd9,275
Bm7,D#,4
Bm7,G/B,19
Bm7,B7,151
Bm7,Bm7,789
Bm7,D7,184
Bm7,Gm,5
Bm7,D5,19
Bm7,F#m,439
Bm7,Am7,1321
Bm7,C/G,34
D7,Bbm,3
D7,Fmaj7,126
D7,Cadd9,91
D7,Dm7,279
D7,D#m,0
D7,C#m,30
D7,Em7,217
D7,Cmaj7,38
D7,A7,601
D7,G/B,36
D7,G7,2141
D7,A#,45
D7,Dm,260
D7,Asus4,2
D7,Bb,139
D7,C#,13
D7,Bm,416
D7,Db,5
D7,Dsus4,38
D7,other,3933
D7,G#,32
D7,Dsus2,1
D7,E5,0
D7,A5,25
D7,E7,302
D7,C7,234
D7,Fm,95
D7,A,866
D7,C,2150
D7,B,85
D7,E,325
D7,D,1152
D7,G,21205
D7,F,1324
D7,F#,27
D7,G#m,2
D7,G5,45
D7,Asus2,17
D7,Em,1124
D7,Ab,46
D7,Cm,157
D7,D/F#,29
D7,Am,1171
D7,D#,51
D7,Eb,126
D7,B7,315
D7,Bm7,151
D7,D7,1148
D7,Gm,2144
D7,D5,1
D7,F#m,128
D7,Am7,688
D7,C/G,91
Gm,Bbm,413
Gm,Fmaj7,62
Gm,Cadd9,23
Gm,C#m,44
Gm,Em7,28
Gm,Cmaj7,13
Gm,Dm7,267
Gm,G/B,14
Gm,G7,148
Gm,A#,1752
Gm,Dm,8011
Gm,Asus4,79
Gm,Bb,9249
Gm,C#,65
Gm,Bm,526
Gm,Db,59
Gm,B7,10
Gm,Dsus4,29
Gm,other,5461
Gm,G#,1426
Gm,A7,669
Gm,E5,0
Gm,A5,42
Gm,E7,32
Gm,C7,1111
Gm,Fm,1573
Gm,Dsus2,76
Gm,A,2535
Gm,C,8468
Gm,B,335
Gm,E,448
Gm,D,4413
Gm,G,629
Gm,F,14359
Gm,G#m,115
Gm,G5,13
Gm,D#m,123
Gm,Em,767
Gm,Ab,1578
Gm,Cm,7596
Gm,D/F#,174
Gm,Am,3108
Gm,D#,2898
Gm,Eb,6235
Gm,Asus2,11
Gm,F#,220
Gm,Bm7,4
Gm,D7,482
Gm,Gm,6045
Gm,D5,19
Gm,F#m,566
Gm,Am7,133
Gm,C/G,30
D5,Am,161
D5,C#m,18
D5,Em7,129
D5,Cmaj7,27
D5,Dm7,8
D5,G/B,13
D5,G7,12
D5,G5,1256
D5,Dm,89
D5,Asus4,44
D5,Bb,40
D5,C#,91
D5,Bm,123
D5,Db,2
D5,B7,1
D5,Dsus4,122
D5,other,4942
D5,A5,2137
D5,A7,33
D5,E5,1238
D5,G#,1
D5,E7,30
D5,C7,2
D5,Fm,3
D5,Dsus2,85
D5,A,830
D5,C,275
D5,B,91
D5,E,326
D5,D,435
D5,G,515
D5,F,102
D5,A#,53
D5,Asus2,40
D5,Em,338
D5,Cm,0
D5,D/F#,9
D5,Cadd9,251
D5,D#,5
D5,Eb,16
D5,F#,23
D5,Bm7,128
D5,D7,31
D5,Gm,28
D5,D5,1253
D5,F#m,111
D5,Am7,28
D5,C/G,0
F#m,Bbm,73
F#m,Fmaj7,11
F#m,Cadd9,29
F#m,C#m,8309
F#m,Em7,358
F#m,Cmaj7,15
F#m,Dm7,23
F#m,G/B,1
F#m,G7,15
F#m,G5,18
F#m,Dm,358
F#m,Asus4,74
F#m,Bb,126
F#m,C#,1342
F#m,Bm,16172
F#m,Db,106
F#m,B7,1765
F#m,Dsus4,4
F#m,other,9489
F#m,G#,811
F#m,A7,276
F#m,E5,63
F#m,A5,51
F#m,E7,232
F#m,C7,7
F#m,Fm,220
F#m,Dsus2,626
F#m,A,24667
F#m,C,732
F#m,B,9149
F#m,E,28785
F#m,D,34147
F#m,G,14032
F#m,F,1018
F#m,G#m,3648
F#m,A#,69
F#m,Ab,162
F#m,Em,4899
F#m,D#m,81
F#m,Cm,64
F#m,D/F#,118
F#m,Am,889
F#m,D#,84
F#m,Eb,34
F#m,Asus2,265
F#m,F#,546
F#m,Bm7,817
F#m,D7,248
F#m,Gm,390
F#m,D5,156
F#m,F#m,6709
F#m,Am7,59
F#m,C/G,46
Am7,Bbm,2
Am7,Fmaj7,954
Am7,Am,1748
Am7,D#m,1
Am7,C#m,4
Am7,Em7,1224
Am7,Cmaj7,296
Am7,Dm7,2084
Am7,Eb,20
Am7,G7,207
Am7,A#,68
Am7,Dm,1445
Am7,Asus4,17
Am7,Bb,563
Am7,C#,7
Am7,Bm,310
Am7,Dsus4,244
Am7,other,9951
Am7,G#,66
Am7,A7,140
Am7,E5,1
Am7,A5,31
Am7,E7,221
Am7,C7,179
Am7,Fm,36
Am7,Dsus2,183
Am7,A,170
Am7,C,5144
Am7,B,157
Am7,E,355
Am7,D,4873
Am7,G,7126
Am7,F,3902
Am7,F#,35
Am7,G#m,6
Am7,G5,15
Am7,Asus2,99
Am7,Em,2613
Am7,Ab,35
Am7,Cm,99
Am7,D/F#,231
Am7,Cadd9,291
Am7,D#,20
Am7,G/B,1128
Am7,B7,491
Am7,Bm7,1457
Am7,D7,3377
Am7,Gm,234
Am7,D5,1
Am7,F#m,32
Am7,Am7,1526
Am7,C/G,400
C/G,Bbm,0
C/G,Fmaj7,482
C/G,Cadd9,26
C/G,Em7,64
C/G,Cmaj7,39
C/G,Dm7,87
C/G,Eb,1
C/G,G7,182
C/G,A#,21
C/G,Dm,253
C/G,Asus4,0
C/G,Bb,64
C/G,C#,11
C/G,Bm,84
C/G,B7,113
C/G,Dsus4,35
C/G,other,2986
C/G,G#,3
C/G,C/G,910
C/G,E5,1
C/G,E7,73
C/G,C7,58
C/G,Fm,44
C/G,Dsus2,70
C/G,A,114
C/G,C,1065
C/G,B,49
C/G,E,89
C/G,D,1038
C/G,G,6986
C/G,F,2760
C/G,G5,5
C/G,Asus2,0
C/G,Em,1487
C/G,A7,57
C/G,Ab,2
C/G,Cm,19
C/G,D/F#,270
C/G,Am,1748
C/G,D#,5
C/G,G/B,68
C/G,F#,24
C/G,Bm7,11
C/G,D7,82
C/G,Gm,187
C/G,D5,14
C/G,F#m,10
C/G,Am7,169
